"Severity","RuleName","ScriptName","Line","Message"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","33","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","37","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","41","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","46","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","50","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","143","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","154","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","160","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","172","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","177","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","188","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","193","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","203","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","208","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","211","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","216","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","218","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","235","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","246","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","253","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","258","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","262","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","266","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","282","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","290","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","302","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","313","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","316","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","361","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","364","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","368","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","372","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","380","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","422","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","424","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","426","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","428","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","431","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","451","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","454","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","458","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","461","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Start-QuickChecks.ps1","519","Line has trailing whitespace"
"Warning","PSReviewUnusedParameter","Start-QuickChecks.ps1","18","The parameter 'Run' has been declared but not used."
"Warning","PSReviewUnusedParameter","Start-QuickChecks.ps1","22","The parameter 'Console' has been declared but not used."
"Warning","PSReviewUnusedParameter","Start-QuickChecks.ps1","36","The parameter 'Install' has been declared but not used."
"Warning","PSReviewUnusedParameter","Start-QuickChecks.ps1","40","The parameter 'Help' has been declared but not used."
"Warning","PSReviewUnusedParameter","Start-QuickChecks.ps1","53","The parameter 'NoSign' has been declared but not used."
"Warning","PSUseBOMForUnicodeEncodedFile","Start-QuickChecks.ps1",,"Missing BOM encoding for non-ASCII encoded file 'Start-QuickChecks.ps1'"
"Warning","PSUseSingularNouns","Start-QuickChecks.ps1","182","The cmdlet 'Get-AvailableChecks' uses a plural noun. A singular noun should be used instead."
"Warning","PSUseSingularNouns","Start-QuickChecks.ps1","229","The cmdlet 'Invoke-AllChecks' uses a plural noun. A singular noun should be used instead."
"Warning","PSUseSingularNouns","Start-QuickChecks.ps1","443","The cmdlet 'Export-Results' uses a plural noun. A singular noun should be used instead."
"Warning","PSUseShouldProcessForStateChangingFunctions","Start-QuickChecks.ps1","294","Function 'Start-ConsoleMode' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'."
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","38","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","40","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","51","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","54","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","78","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","81","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","84","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","91","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","117","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","122","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","127","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","137","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","146","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","152","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","159","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","168","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","187","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","192","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","210","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","228","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","237","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","254","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","256","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","259","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","263","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","271","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","283","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","294","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","301","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","313","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","320","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","337","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","353","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Test-QuickChecks.ps1","357","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","Test-QuickChecks.ps1",,"Missing BOM encoding for non-ASCII encoded file 'Test-QuickChecks.ps1'"
"Warning","PSUseSingularNouns","Test-QuickChecks.ps1","252","The cmdlet 'Test-Modules' uses a plural noun. A singular noun should be used instead."
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","6","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","7","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","25","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","29","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","32","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","56","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","63","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","69","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","74","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","77","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","81","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","85","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","90","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","95","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","107","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","122","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","128","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","136","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","139","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","142","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","145","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","150","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","162","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","166","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","178","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","184","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","194","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","196","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","203","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","206","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","227","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","230","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","235","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","244","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","254","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","260","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","265","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","273","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","276","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","281","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","291","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","296","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","301","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","314","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","324","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","329","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","335","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","348","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","361","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","374","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-InactiveAccountDetection.ps1","387","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","24","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","28","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","49","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","51","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","56","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","63","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","69","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","90","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","106","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","111","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","117","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","127","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","142","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","146","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","148","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","151","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","154","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","164","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","175","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AwsIdentityInventory.ps1","191","Line has trailing whitespace"
"Warning","PSReviewUnusedParameter","Invoke-AwsIdentityInventory.ps1","30","The parameter 'UseCli' has been declared but not used."
"Warning","PSUseDeclaredVarsMoreThanAssignments","Invoke-AwsIdentityInventory.ps1","113","The variable 'adminPatterns' is assigned but never used."
"Warning","PSAvoidUsingEmptyCatchBlock","Invoke-AppConsentReality.ps1","270","Empty catch block is used. Please use Write-Error or throw statements in catch blocks."
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","25","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","53","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","55","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","68","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","76","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","86","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","88","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","92","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","96","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","100","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","104","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","110","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","117","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","123","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","135","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","145","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","158","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","175","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","188","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","202","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","204","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","206","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","211","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","224","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","237","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-AppConsentReality.ps1","251","Line has trailing whitespace"
"Warning","PSUseDeclaredVarsMoreThanAssignments","Invoke-AppConsentReality.ps1","69","The variable 'moderateRiskScopes' is assigned but never used."
"Warning","PSUseDeclaredVarsMoreThanAssignments","Invoke-AppConsentReality.ps1","107","The variable 'scopeId' is assigned but never used."
"Information","PSAvoidTrailingWhitespace","Invoke-GuestCreep.ps1","23","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GuestCreep.ps1","27","Line has trailing whitespace"
"Warning","PSReviewUnusedParameter","Invoke-GuestCreep.ps1","29","The parameter 'GuestAgeDays' has been declared but not used."
"Warning","PSAvoidUsingEmptyCatchBlock","Invoke-HybridSyncReality.ps1","55","Empty catch block is used. Please use Write-Error or throw statements in catch blocks."
"Warning","PSAvoidUsingEmptyCatchBlock","Invoke-HybridSyncReality.ps1","65","Empty catch block is used. Please use Write-Error or throw statements in catch blocks."
"Warning","PSAvoidUsingEmptyCatchBlock","Invoke-HybridSyncReality.ps1","243","Empty catch block is used. Please use Write-Error or throw statements in catch blocks."
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","24","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","47","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","56","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","67","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","71","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","73","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","81","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","90","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","101","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","111","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","119","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","123","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","128","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","142","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","145","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","154","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","160","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","163","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","175","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","181","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","191","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","204","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-HybridSyncReality.ps1","217","Line has trailing whitespace"
"Warning","PSAvoidUsingEmptyCatchBlock","Invoke-LegacyAuthReality.ps1","251","Empty catch block is used. Please use Write-Error or throw statements in catch blocks."
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","7","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","25","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","29","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","57","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","60","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","63","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","75","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","84","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","86","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","94","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","104","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","106","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","111","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","114","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","121","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","129","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","140","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","155","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","163","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","167","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","170","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","174","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","184","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","186","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","190","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","204","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-LegacyAuthReality.ps1","224","Line has trailing whitespace"
"Warning","PSReviewUnusedParameter","Invoke-LegacyAuthReality.ps1","31","The parameter 'LookbackDays' has been declared but not used."
"Information","PSAvoidTrailingWhitespace","Invoke-MfaCoverageGap.ps1","23","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","21","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","42","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","45","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","48","Line has trailing whitespace"
