"Severity","RuleName","ScriptName","Line","Message"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","51","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","66","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","69","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","72","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","74","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-EntraEnhancedIdentity.ps1","78","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","21","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","44","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","48","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","57","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","63","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","67","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","80","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","96","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","119","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","122","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","126","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","128","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Invoke-GcpIdentityInventory.ps1","138","Line has trailing whitespace"
"Warning","PSUseDeclaredVarsMoreThanAssignments","Invoke-GcpIdentityInventory.ps1","121","The variable 'disabledSas' is assigned but never used."
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","8","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","11","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","14","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","18","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","22","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","25","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","28","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","32","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","35","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","47","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","51","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","56","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","63","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","67","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","72","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","75","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","81","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","85","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","89","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","93","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","97","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","101","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","104","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","108","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","112","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","116","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","120","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","124","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","128","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","131","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","QuickChecks.config.psd1","140","Line has trailing whitespace"
"ParseError","InvalidLeftHandSide","Create-SelfSignedCert.ps1","10","The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","63","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","69","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","98","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","106","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","132","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","165","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","173","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","208","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","240","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","Create-SelfSignedCert.ps1","248","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","Create-SelfSignedCert.ps1",,"Missing BOM encoding for non-ASCII encoded file 'Create-SelfSignedCert.ps1'"
"Warning","PSUseDeclaredVarsMoreThanAssignments","Create-SelfSignedCert.ps1","163","The variable 'scriptName' is assigned but never used."
"Information","PSAvoidTrailingWhitespace","CrossEnvironmentBoundary.ps1","28","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","CrossEnvironmentBoundary.ps1","29","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","CrossEnvironmentBoundary.ps1","52","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","CrossEnvironmentBoundary.ps1",,"Missing BOM encoding for non-ASCII encoded file 'CrossEnvironmentBoundary.ps1'"
"Warning","PSUseDeclaredVarsMoreThanAssignments","CrossEnvironmentBoundary.ps1","37","The variable 'boundaryViolations' is assigned but never used."
"Warning","PSAvoidUsingEmptyCatchBlock","IdentityTieringDrift.ps1","37","Empty catch block is used. Please use Write-Error or throw statements in catch blocks."
"Information","PSAvoidTrailingWhitespace","IdentityTieringDrift.ps1","31","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","IdentityTieringDrift.ps1",,"Missing BOM encoding for non-ASCII encoded file 'IdentityTieringDrift.ps1'"
"Information","PSAvoidTrailingWhitespace","BreakGlassReality.ps1","44","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","BreakGlassReality.ps1",,"Missing BOM encoding for non-ASCII encoded file 'BreakGlassReality.ps1'"
"Information","PSAvoidTrailingWhitespace","IdentityNamingHygiene.ps1","42","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityNamingHygiene.ps1","43","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityNamingHygiene.ps1","44","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityNamingHygiene.ps1","46","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","IdentityNamingHygiene.ps1",,"Missing BOM encoding for non-ASCII encoded file 'IdentityNamingHygiene.ps1'"
"ParseError","UnexpectedToken","PasswordPolicyDrift.ps1","37","Unexpected token ')' in expression or statement."
"ParseError","UnexpectedToken","PasswordPolicyDrift.ps1","53","Unexpected token '}' in expression or statement."
"ParseError","UnexpectedToken","PasswordPolicyDrift.ps1","54","Unexpected token '}' in expression or statement."
"ParseError","UnexpectedToken","PasswordPolicyDrift.ps1","54","Unexpected token '}' in expression or statement."
"ParseError","TokenAfterEndOfValidScriptText","PasswordPolicyDrift.ps1","130","Executable script code found in signature block."
"ParseError","TokenAfterEndOfValidScriptText","PasswordPolicyDrift.ps1","133","Executable script code found in signature block."
"ParseError","TokenAfterEndOfValidScriptText","PasswordPolicyDrift.ps1","134","Executable script code found in signature block."
"ParseError","TokenAfterEndOfValidScriptText","PasswordPolicyDrift.ps1","135","Executable script code found in signature block."
"ParseError","TokenAfterEndOfValidScriptText","PasswordPolicyDrift.ps1","136","Executable script code found in signature block."
"ParseError","TokenAfterEndOfValidScriptText","PasswordPolicyDrift.ps1","137","Executable script code found in signature block."
"ParseError","MissingEndCurlyBrace","PasswordPolicyDrift.ps1","76","Missing closing '}' in statement block or type definition."
"ParseError","MissingEndCurlyBrace","PasswordPolicyDrift.ps1","74","Missing closing '}' in statement block or type definition."
"ParseError","MissingEndCurlyBrace","PasswordPolicyDrift.ps1","71","Missing closing '}' in statement block or type definition."
"ParseError","MissingCatchOrFinally","PasswordPolicyDrift.ps1","137","The Try statement is missing its Catch or Finally block."
"ParseError","MissingEndCurlyBrace","PasswordPolicyDrift.ps1","70","Missing closing '}' in statement block or type definition."
"Information","PSAvoidTrailingWhitespace","PasswordPolicyDrift.ps1","27","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PasswordPolicyDrift.ps1","72","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","PasswordPolicyDrift.ps1",,"Missing BOM encoding for non-ASCII encoded file 'PasswordPolicyDrift.ps1'"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","32","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","34","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","36","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","45","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","46","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","48","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","50","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","PrivilegedNestingAbuse.ps1","52","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","PrivilegedNestingAbuse.ps1",,"Missing BOM encoding for non-ASCII encoded file 'PrivilegedNestingAbuse.ps1'"
"Information","PSAvoidTrailingWhitespace","ExternalTrustMapping.ps1","35","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ExternalTrustMapping.ps1","38","Line has trailing whitespace"
"Warning","PSUseBOMForUnicodeEncodedFile","ExternalTrustMapping.ps1",,"Missing BOM encoding for non-ASCII encoded file 'ExternalTrustMapping.ps1'"
"Warning","PSUseBOMForUnicodeEncodedFile","IdentityAttackSurface.ps1",,"Missing BOM encoding for non-ASCII encoded file 'IdentityAttackSurface.ps1'"
"Warning","PSUseToExportFieldsInManifest","IdentityFirst.QuickChecks.psd1","10","Do not use wildcard or $null in this field. Explicitly specify a list for FunctionsToExport."
"Warning","PSAvoidUsingEmptyCatchBlock","IdentityFirst.QuickChecks.psm1","71","Empty catch block is used. Please use Write-Error or throw statements in catch blocks."
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","4","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","18","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","22","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","30","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","33","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","36","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","88","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","92","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","96","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","122","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","125","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","129","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","146","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","161","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","164","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","168","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","171","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","174","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","177","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","181","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","202","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","206","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","219","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","223","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","240","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","259","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","274","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","281","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","290","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.QuickChecks.psm1","464","Line has trailing whitespace"
"Warning","PSAvoidUsingWriteHost","IdentityFirst.QuickChecks.psm1","104","File 'IdentityFirst.QuickChecks.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"Warning","PSAvoidUsingWriteHost","IdentityFirst.QuickChecks.psm1","109","File 'IdentityFirst.QuickChecks.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"Warning","PSUseShouldProcessForStateChangingFunctions","IdentityFirst.QuickChecks.psm1","14","Function 'New-IFQCContext' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'."
"Warning","PSUseShouldProcessForStateChangingFunctions","IdentityFirst.QuickChecks.psm1","142","Function 'New-IFQCFinding' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'."
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.manifest.psd1","5","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.manifest.psd1","16","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.manifest.psd1","25","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.manifest.psd1","33","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.manifest.psd1","41","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.manifest.psd1","51","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","31","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","35","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","39","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","43","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","58","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","61","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","65","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","70","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","75","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","80","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","83","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","87","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","105","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","109","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","113","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","125","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","134","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","160","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","176","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","188","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","203","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","215","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","230","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","242","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","261","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","264","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","268","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","280","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","286","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","299","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","328","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","402","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","429","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","432","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","436","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","446","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","452","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","458","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","463","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","469","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","487","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","491","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","503","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","507","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","516","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","518","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","523","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","548","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","552","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","559","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","562","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","565","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","595","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","599","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","626","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","630","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","632","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","IdentityFirst.Security.psm1","636","Line has trailing whitespace"
"Error","PSAvoidUsingConvertToSecureStringWithPlainText","IdentityFirst.Security.psm1","41","File 'IdentityFirst.Security.psm1' uses ConvertTo-SecureString with plaintext. This will expose secure information. Encrypted standard strings should be used instead."
"Error","PSAvoidUsingUsernameAndPasswordParams","IdentityFirst.Security.psm1","62","Function 'Get-CredentialFromInput' has both Username and Password parameters. Either set the type of the Password parameter to SecureString or replace the Username and Password parameters with a Credential parameter of type PSCredential. If using a Credential parameter in PowerShell 4.0 or earlier, please define a credential transformation attribute after the PSCredential type attribute."
"Warning","PSUseShouldProcessForStateChangingFunctions","IdentityFirst.Security.psm1","317","Function 'New-SecureLogFile' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'."
"Warning","PSUseShouldProcessForStateChangingFunctions","IdentityFirst.Security.psm1","419","Function 'New-SecureHtmlReport' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'."
"Warning","PSUseShouldProcessForStateChangingFunctions","IdentityFirst.Security.psm1","477","Function 'Set-OutputFileSecurity' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'."
"Warning","PSUseShouldProcessForStateChangingFunctions","IdentityFirst.Security.psm1","538","Function 'New-SecureOutputFile' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'."
"Warning","PSAvoidUsingPlainTextForPassword","IdentityFirst.Security.psm1","28","Parameter '$PlainPassword' should not use String type but either SecureString or PSCredential, otherwise it increases the chance to expose this sensitive information."
"Warning","PSAvoidUsingPlainTextForPassword","IdentityFirst.Security.psm1","66","Parameter '$PlainPassword' should not use String type but either SecureString or PSCredential, otherwise it increases the chance to expose this sensitive information."
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","10","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","13","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","16","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","19","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","22","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","35","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","70","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","80","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","95","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","97","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","141","Line has trailing whitespace"
"Information","PSAvoidTrailingWhitespace","ReportFormatter.psm1","147","Line has trailing whitespace"
"Information","PSProvideCommentHelp","ReportFormatter.psm1","6","The cmdlet 'Export-IdentityReport' does not have a help comment."
"Information","PSProvideCommentHelp","ReportFormatter.psm1","105","The cmdlet 'Write-IdentityHeader' does not have a help comment."
"Information","PSProvideCommentHelp","ReportFormatter.psm1","120","The cmdlet 'Write-IdentityResult' does not have a help comment."
"Information","PSProvideCommentHelp","ReportFormatter.psm1","137","The cmdlet 'Get-ReferToIHC' does not have a help comment."
"Warning","PSUseBOMForUnicodeEncodedFile","ReportFormatter.psm1",,"Missing BOM encoding for non-ASCII encoded file 'ReportFormatter.psm1'"
